component_id,component_type,parameter_name,lot_id,risk_level,risk_score,anomaly_flag,behavior_pattern,input_stage,predicted_168h,is_risky
CMP-000430,Memory IC,Standby Current,LOT-20,LOW,15.0,0,NORMAL,0h_24h_96h,26.708367360190778,False
CMP-000431,ADC,Leakage Current,LOT-12,LOW,15.0,0,NORMAL,0h_24h_96h,5.770939957187656,False
CMP-000432,Driver IC,Propagation Delay,LOT-03,LOW,0.0,0,NORMAL,0h_24h_96h,18.749939826088276,False
CMP-000433,Logic IC,Iddq,LOT-20,LOW,0.0,0,NORMAL,0h_24h_96h,10.169226281349207,False
CMP-000434,Memory IC,Standby Current,LOT-05,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,73.83630221853159,True
CMP-000435,ADC,Leakage Current,LOT-06,LOW,6.0,0,NORMAL,0h_24h_96h,5.247166094346527,False
CMP-000436,Driver IC,Propagation Delay,LOT-14,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,35.56573251952092,True
CMP-000437,Logic IC,Iddq,LOT-06,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,38.396692302380906,True
CMP-000438,Memory IC,Standby Current,LOT-10,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,69.34701459574764,True
CMP-000439,ADC,Leakage Current,LOT-09,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,19.00945454303317,True
CMP-000440,Driver IC,Propagation Delay,LOT-04,MEDIUM,30.0,0,NORMAL,0h_24h_96h,18.825835026681467,True
CMP-000441,Logic IC,Iddq,LOT-09,MEDIUM,30.0,0,NORMAL,0h_24h_96h,11.430044409523811,True
CMP-000442,Memory IC,Standby Current,LOT-19,LOW,0.0,0,NORMAL,0h_24h_96h,26.188131793485127,False
CMP-000443,ADC,Leakage Current,LOT-01,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,7.280572600114118,True
CMP-000444,Driver IC,Propagation Delay,LOT-08,LOW,0.0,0,NORMAL,0h_24h_96h,18.538719389980297,False
CMP-000445,Logic IC,Iddq,LOT-01,LOW,0.0,0,NORMAL,0h_24h_96h,10.819128130423284,False
CMP-000446,Memory IC,Standby Current,LOT-09,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,69.24559221026432,True
CMP-000447,ADC,Leakage Current,LOT-11,LOW,0.0,0,NORMAL,0h_24h_96h,5.770939957187656,False
CMP-000448,Driver IC,Propagation Delay,LOT-07,LOW,15.0,0,NORMAL,0h_24h_96h,18.039044674331695,False
CMP-000449,Logic IC,Iddq,LOT-01,LOW,15.0,0,NORMAL,0h_24h_96h,10.952078897883597,False
CMP-000450,Memory IC,Standby Current,LOT-01,LOW,0.0,0,NORMAL,0h_24h_96h,25.979852787281953,False
CMP-000451,ADC,Leakage Current,LOT-18,LOW,0.0,0,NORMAL,0h_24h_96h,5.255934353730424,False
CMP-000452,Driver IC,Propagation Delay,LOT-02,LOW,0.0,0,NORMAL,0h_24h_96h,18.366537380386326,False
CMP-000453,Logic IC,Iddq,LOT-14,LOW,0.0,0,NORMAL,0h_24h_96h,10.757852693494478,False
CMP-000454,Memory IC,Standby Current,LOT-13,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,66.81755051412071,True
CMP-000455,ADC,Leakage Current,LOT-07,MEDIUM,30.0,0,NORMAL,0h_24h_96h,5.982433956956947,True
CMP-000456,Driver IC,Propagation Delay,LOT-08,MEDIUM,30.0,0,NORMAL,0h_24h_96h,17.675585372135142,True
CMP-000457,Logic IC,Iddq,LOT-15,MEDIUM,30.0,0,NORMAL,0h_24h_96h,10.21474502539682,True
CMP-000458,Memory IC,Standby Current,LOT-10,LOW,0.0,0,NORMAL,0h_24h_96h,26.186185682410958,False
CMP-000459,ADC,Leakage Current,LOT-12,MEDIUM,30.0,0,NORMAL,0h_24h_96h,5.770939957187656,True
CMP-000460,Driver IC,Propagation Delay,LOT-18,LOW,0.0,0,NORMAL,0h_24h_96h,18.373857552053753,False
CMP-000461,Logic IC,Iddq,LOT-19,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,34.665351215079355,True
CMP-000462,Memory IC,Standby Current,LOT-11,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,71.01867903909691,True
CMP-000463,ADC,Leakage Current,LOT-07,MEDIUM,30.0,0,NORMAL,0h_24h_96h,5.5796327665418595,True
CMP-000464,Driver IC,Propagation Delay,LOT-01,LOW,0.0,0,NORMAL,0h_24h_96h,19.017010780122416,False
CMP-000465,Logic IC,Iddq,LOT-13,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,14.446968736556038,True
CMP-000466,Memory IC,Standby Current,LOT-13,LOW,0.0,0,NORMAL,0h_24h_96h,26.54201628115531,False
CMP-000467,ADC,Leakage Current,LOT-14,LOW,15.0,0,NORMAL,0h_24h_96h,5.857792842321246,False
CMP-000468,Driver IC,Propagation Delay,LOT-14,MEDIUM,30.0,0,NORMAL,0h_24h_96h,19.62366542387432,True
CMP-000469,Logic IC,Iddq,LOT-15,LOW,0.0,0,NORMAL,0h_24h_96h,10.657210021031739,False
CMP-000470,Memory IC,Standby Current,LOT-12,MEDIUM,30.0,0,NORMAL,0h_24h_96h,26.727569150256986,True
CMP-000471,ADC,Leakage Current,LOT-13,LOW,21.0,0,NORMAL,0h_24h_96h,5.6738803684426,False
CMP-000472,Driver IC,Propagation Delay,LOT-20,LOW,0.0,0,NORMAL,0h_24h_96h,18.432163989495855,False
CMP-000473,Logic IC,Iddq,LOT-08,MEDIUM,30.0,0,NORMAL,0h_24h_96h,10.913592634523809,True
CMP-000474,Memory IC,Standby Current,LOT-06,LOW,0.0,0,NORMAL,0h_24h_96h,25.432716296745223,False
CMP-000475,ADC,Leakage Current,LOT-01,LOW,0.0,0,NORMAL,0h_24h_96h,5.255934353730424,False
CMP-000476,Driver IC,Propagation Delay,LOT-16,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,37.01134188760627,True
CMP-000477,Logic IC,Iddq,LOT-16,LOW,0.0,0,NORMAL,0h_24h_96h,10.511035810113029,False
CMP-000478,Memory IC,Standby Current,LOT-16,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,63.34955322836606,True
CMP-000479,ADC,Leakage Current,LOT-07,MEDIUM,30.0,0,NORMAL,0h_24h_96h,5.6789768720407645,True
CMP-000480,Driver IC,Propagation Delay,LOT-10,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,39.8397621061473,True
CMP-000481,Logic IC,Iddq,LOT-08,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,40.66786459788359,True
CMP-000482,Memory IC,Standby Current,LOT-01,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,67.19390986346133,True
CMP-000483,ADC,Leakage Current,LOT-13,LOW,0.0,0,NORMAL,0h_24h_96h,5.428189656162278,False
CMP-000484,Driver IC,Propagation Delay,LOT-01,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,36.08616314191381,True
CMP-000485,Logic IC,Iddq,LOT-15,LOW,0.0,0,NORMAL,0h_24h_96h,10.878246752645499,False
CMP-000486,Memory IC,Standby Current,LOT-16,MEDIUM,30.0,0,NORMAL,0h_24h_96h,25.860152406835795,True
CMP-000487,ADC,Leakage Current,LOT-02,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,20.10653071264443,True
CMP-000488,Driver IC,Propagation Delay,LOT-03,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,21.38033101238398,True
CMP-000489,Logic IC,Iddq,LOT-06,LOW,0.0,0,NORMAL,0h_24h_96h,10.284859685317462,False
CMP-000490,Memory IC,Standby Current,LOT-03,LOW,0.0,0,NORMAL,0h_24h_96h,26.541785662041285,False
CMP-000491,ADC,Leakage Current,LOT-07,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,23.082780024402823,True
CMP-000492,Driver IC,Propagation Delay,LOT-12,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,42.09070942301216,True
CMP-000493,Logic IC,Iddq,LOT-20,LOW,0.0,0,NORMAL,0h_24h_96h,10.78356330462963,False
CMP-000494,Memory IC,Standby Current,LOT-20,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,65.78212906753218,True
CMP-000495,ADC,Leakage Current,LOT-11,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,19.141380195420616,True
CMP-000496,Driver IC,Propagation Delay,LOT-07,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,20.566657500835692,True
CMP-000497,Logic IC,Iddq,LOT-19,LOW,0.0,0,NORMAL,0h_24h_96h,10.577115014417991,False
CMP-000498,Memory IC,Standby Current,LOT-13,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,68.67209394971054,True
CMP-000499,ADC,Leakage Current,LOT-16,LOW,15.0,0,NORMAL,0h_24h_96h,5.290537445830364,False
CMP-000500,Driver IC,Propagation Delay,LOT-15,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,41.253084293296716,True
CMP-000501,Logic IC,Iddq,LOT-01,MEDIUM,30.0,0,NORMAL,0h_24h_96h,11.273872892989413,True
CMP-000502,Memory IC,Standby Current,LOT-17,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,63.716230884987084,True
CMP-000503,ADC,Leakage Current,LOT-05,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,6.672026290588987,True
CMP-000504,Driver IC,Propagation Delay,LOT-12,MEDIUM,30.0,0,NORMAL,0h_24h_96h,18.139512157740253,True
CMP-000505,Logic IC,Iddq,LOT-03,MEDIUM,41.0,0,NORMAL,0h_24h_96h,10.848290510978845,True
CMP-000506,Memory IC,Standby Current,LOT-16,LOW,0.0,0,NORMAL,0h_24h_96h,25.946879396278405,False
CMP-000507,ADC,Leakage Current,LOT-17,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,19.473742345571225,True
CMP-000508,Driver IC,Propagation Delay,LOT-14,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,21.535551947233433,True
CMP-000509,Logic IC,Iddq,LOT-18,LOW,0.0,0,NORMAL,0h_24h_96h,10.846044433597871,False
CMP-000510,Memory IC,Standby Current,LOT-04,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,69.27453685028122,True
CMP-000511,ADC,Leakage Current,LOT-19,LOW,0.0,0,NORMAL,0h_24h_96h,5.629867516650837,False
CMP-000512,Driver IC,Propagation Delay,LOT-14,LOW,15.0,0,NORMAL,0h_24h_96h,18.96815027150028,False
CMP-000513,Logic IC,Iddq,LOT-19,LOW,0.0,0,NORMAL,0h_24h_96h,11.11381663134921,False
CMP-000514,Memory IC,Standby Current,LOT-20,LOW,0.0,0,NORMAL,0h_24h_96h,26.758156621833958,False
CMP-000515,ADC,Leakage Current,LOT-13,LOW,15.0,0,NORMAL,0h_24h_96h,5.2080945268762875,False
CMP-000516,Driver IC,Propagation Delay,LOT-12,LOW,0.0,0,NORMAL,0h_24h_96h,18.481324803098214,False
CMP-000517,Logic IC,Iddq,LOT-01,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,37.449161449951895,True
CMP-000518,Memory IC,Standby Current,LOT-12,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,65.81154995644157,True
CMP-000519,ADC,Leakage Current,LOT-06,LOW,15.0,0,NORMAL,0h_24h_96h,5.015624494396983,False
CMP-000520,Driver IC,Propagation Delay,LOT-04,LOW,15.0,0,NORMAL,0h_24h_96h,18.998940714594383,False
CMP-000521,Logic IC,Iddq,LOT-15,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,35.040858061375665,True
CMP-000522,Memory IC,Standby Current,LOT-15,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,30.445543689472757,True
CMP-000523,ADC,Leakage Current,LOT-09,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,18.755592507388307,True
CMP-000524,Driver IC,Propagation Delay,LOT-12,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,40.1796380445451,True
CMP-000525,Logic IC,Iddq,LOT-07,LOW,0.0,0,NORMAL,0h_24h_96h,10.850828312962962,False
CMP-000526,Memory IC,Standby Current,LOT-15,LOW,0.0,0,NORMAL,0h_24h_96h,25.742373631112297,False
CMP-000527,ADC,Leakage Current,LOT-06,LOW,0.0,0,NORMAL,0h_24h_96h,5.167838733681859,False
CMP-000528,Driver IC,Propagation Delay,LOT-04,LOW,0.0,0,NORMAL,0h_24h_96h,18.930006234294545,False
CMP-000529,Logic IC,Iddq,LOT-20,MEDIUM,30.0,0,NORMAL,0h_24h_96h,10.42786783611111,True
CMP-000530,Memory IC,Standby Current,LOT-13,LOW,0.0,0,NORMAL,0h_24h_96h,26.765193855920202,False
CMP-000531,ADC,Leakage Current,LOT-02,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,25.47560200634668,True
CMP-000532,Driver IC,Propagation Delay,LOT-03,LOW,0.0,0,NORMAL,0h_24h_96h,18.76729881267605,False
CMP-000533,Logic IC,Iddq,LOT-20,LOW,0.0,0,NORMAL,0h_24h_96h,11.025994011243393,False
CMP-000534,Memory IC,Standby Current,LOT-14,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,75.77756371644229,True
CMP-000535,ADC,Leakage Current,LOT-16,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,20.023467771415103,True
CMP-000536,Driver IC,Propagation Delay,LOT-04,LOW,0.0,0,NORMAL,0h_24h_96h,19.21628007334732,False
CMP-000537,Logic IC,Iddq,LOT-07,MEDIUM,41.0,0,NORMAL,0h_24h_96h,10.789681469841264,True
CMP-000538,Memory IC,Standby Current,LOT-13,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,64.81735572784397,True
CMP-000539,ADC,Leakage Current,LOT-08,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,7.588483253938796,True
CMP-000540,Driver IC,Propagation Delay,LOT-15,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,40.654574054791816,True
CMP-000541,Logic IC,Iddq,LOT-12,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,36.821583012433855,True
CMP-000542,Memory IC,Standby Current,LOT-08,MEDIUM,30.0,0,NORMAL,0h_24h_96h,25.98023428234127,True
CMP-000543,ADC,Leakage Current,LOT-11,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,19.072337394456138,True
CMP-000544,Driver IC,Propagation Delay,LOT-14,LOW,0.0,0,NORMAL,0h_24h_96h,19.089057034938925,False
CMP-000545,Logic IC,Iddq,LOT-19,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,35.76369914007934,True
CMP-000546,Memory IC,Standby Current,LOT-07,MEDIUM,30.0,0,NORMAL,0h_24h_96h,26.708367360190778,True
CMP-000547,ADC,Leakage Current,LOT-06,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,19.682381087694452,True
CMP-000548,Driver IC,Propagation Delay,LOT-13,LOW,0.0,0,NORMAL,0h_24h_96h,18.94521459699899,False
CMP-000549,Logic IC,Iddq,LOT-15,LOW,0.0,0,NORMAL,0h_24h_96h,10.545444511507931,False
CMP-000550,Memory IC,Standby Current,LOT-20,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,67.88464475796306,True
CMP-000551,ADC,Leakage Current,LOT-17,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,19.115188483776897,True
CMP-000552,Driver IC,Propagation Delay,LOT-10,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,38.95599005110513,True
CMP-000553,Logic IC,Iddq,LOT-10,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,40.76991336746034,True
CMP-000554,Memory IC,Standby Current,LOT-04,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,66.89176642677596,True
CMP-000555,ADC,Leakage Current,LOT-11,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,19.479065882327273,True
CMP-000556,Driver IC,Propagation Delay,LOT-14,MEDIUM,30.0,0,NORMAL,0h_24h_96h,18.667915327828936,True
CMP-000557,Logic IC,Iddq,LOT-07,MEDIUM,30.0,0,NORMAL,0h_24h_96h,10.614170879894177,True
CMP-000558,Memory IC,Standby Current,LOT-13,LOW,0.0,0,NORMAL,0h_24h_96h,26.393049708226627,False
CMP-000559,ADC,Leakage Current,LOT-20,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,20.84190699010289,True
CMP-000560,Driver IC,Propagation Delay,LOT-10,LOW,0.0,0,NORMAL,0h_24h_96h,18.195712026463962,False
CMP-000561,Logic IC,Iddq,LOT-08,MEDIUM,30.0,0,NORMAL,0h_24h_96h,11.353398417857143,True
CMP-000562,Memory IC,Standby Current,LOT-16,LOW,0.0,0,NORMAL,0h_24h_96h,26.19569695902032,False
CMP-000563,ADC,Leakage Current,LOT-01,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,7.3312990685774,True
CMP-000564,Driver IC,Propagation Delay,LOT-10,LOW,0.0,0,NORMAL,0h_24h_96h,18.591566068682837,False
CMP-000565,Logic IC,Iddq,LOT-08,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,35.50141101746032,True
CMP-000566,Memory IC,Standby Current,LOT-01,LOW,0.0,0,NORMAL,0h_24h_96h,25.744411840950793,False
CMP-000567,ADC,Leakage Current,LOT-15,MEDIUM,30.0,0,NORMAL,0h_24h_96h,5.369692074498699,True
CMP-000568,Driver IC,Propagation Delay,LOT-13,MEDIUM,30.0,0,NORMAL,0h_24h_96h,18.887776854661993,True
CMP-000569,Logic IC,Iddq,LOT-01,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,36.66747412830685,True
CMP-000570,Memory IC,Standby Current,LOT-13,LOW,0.0,0,NORMAL,0h_24h_96h,26.822193166446638,False
CMP-000571,ADC,Leakage Current,LOT-10,MEDIUM,30.0,0,NORMAL,0h_24h_96h,5.074856994611056,True
CMP-000572,Driver IC,Propagation Delay,LOT-01,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,37.044576400305885,True
CMP-000573,Logic IC,Iddq,LOT-16,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,34.65714418875664,True
CMP-000574,Memory IC,Standby Current,LOT-04,MEDIUM,30.0,0,NORMAL,0h_24h_96h,25.432716296745223,True
CMP-000575,ADC,Leakage Current,LOT-19,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,22.465993548149772,True
CMP-000576,Driver IC,Propagation Delay,LOT-07,LOW,0.0,0,NORMAL,0h_24h_96h,18.444782454491335,False
CMP-000577,Logic IC,Iddq,LOT-13,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,36.8170222873016,True
CMP-000578,Memory IC,Standby Current,LOT-14,LOW,15.0,0,NORMAL,0h_24h_96h,26.49358105951513,False
CMP-000579,ADC,Leakage Current,LOT-08,LOW,0.0,0,NORMAL,0h_24h_96h,5.623490063615026,False
CMP-000580,Driver IC,Propagation Delay,LOT-08,MEDIUM,41.0,0,NORMAL,0h_24h_96h,18.29282710363286,True
CMP-000581,Logic IC,Iddq,LOT-10,LOW,0.0,0,NORMAL,0h_24h_96h,10.187307864417999,False
CMP-000582,Memory IC,Standby Current,LOT-09,LOW,15.0,0,NORMAL,0h_24h_96h,26.38677986868792,False
CMP-000583,ADC,Leakage Current,LOT-04,LOW,15.0,0,NORMAL,0h_24h_96h,5.562958653803138,False
CMP-000584,Driver IC,Propagation Delay,LOT-17,LOW,0.0,0,NORMAL,0h_24h_96h,18.58345196059828,False
CMP-000585,Logic IC,Iddq,LOT-02,LOW,15.0,0,NORMAL,0h_24h_96h,10.742166812830684,False
CMP-000586,Memory IC,Standby Current,LOT-05,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,76.01871393896499,True
CMP-000587,ADC,Leakage Current,LOT-19,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,22.429691217545372,True
CMP-000588,Driver IC,Propagation Delay,LOT-20,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,40.0339570478829,True
CMP-000589,Logic IC,Iddq,LOT-02,MEDIUM,30.0,0,NORMAL,0h_24h_96h,10.75860057169313,True
CMP-000590,Memory IC,Standby Current,LOT-11,MEDIUM,30.0,0,NORMAL,0h_24h_96h,26.889397525821305,True
CMP-000591,ADC,Leakage Current,LOT-12,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,6.785242785120749,True
CMP-000592,Driver IC,Propagation Delay,LOT-15,LOW,0.0,0,NORMAL,0h_24h_96h,18.54459418302835,False
CMP-000593,Logic IC,Iddq,LOT-19,LOW,15.0,0,NORMAL,0h_24h_96h,11.265877625132271,False
CMP-000594,Memory IC,Standby Current,LOT-18,LOW,0.0,0,NORMAL,0h_24h_96h,26.07280640633658,False
CMP-000595,ADC,Leakage Current,LOT-03,LOW,15.0,0,NORMAL,0h_24h_96h,5.7825941138482335,False
CMP-000596,Driver IC,Propagation Delay,LOT-03,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,37.716273106147554,True
CMP-000597,Logic IC,Iddq,LOT-10,MEDIUM,30.0,0,NORMAL,0h_24h_96h,11.085047826455025,True
CMP-000598,Memory IC,Standby Current,LOT-13,LOW,0.0,0,NORMAL,0h_24h_96h,25.695990481891368,False
CMP-000599,ADC,Leakage Current,LOT-19,MEDIUM,30.0,0,NORMAL,0h_24h_96h,5.812069788190798,True
CMP-000600,Driver IC,Propagation Delay,LOT-03,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,19.649340534550284,True
CMP-000601,Logic IC,Iddq,LOT-03,LOW,0.0,0,NORMAL,0h_24h_96h,10.509122600661378,False
CMP-000602,Memory IC,Standby Current,LOT-06,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,68.1320562890459,True
CMP-000603,ADC,Leakage Current,LOT-02,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,21.157472548460433,True
CMP-000604,Driver IC,Propagation Delay,LOT-13,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,37.49734637264668,True
CMP-000605,Logic IC,Iddq,LOT-07,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,37.22318198955027,True
CMP-000606,Memory IC,Standby Current,LOT-17,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,64.781562802639,True
CMP-000607,ADC,Leakage Current,LOT-05,LOW,15.0,0,NORMAL,0h_24h_96h,5.178872976465856,False
CMP-000608,Driver IC,Propagation Delay,LOT-16,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,21.054632834293013,True
CMP-000609,Logic IC,Iddq,LOT-11,LOW,21.0,0,NORMAL,0h_24h_96h,11.056424637301584,False
CMP-000610,Memory IC,Standby Current,LOT-09,MEDIUM,30.0,0,NORMAL,0h_24h_96h,25.90925727669936,True
CMP-000611,ADC,Leakage Current,LOT-03,MEDIUM,36.0,0,NORMAL,0h_24h_96h,5.48416960369084,True
CMP-000612,Driver IC,Propagation Delay,LOT-08,LOW,0.0,0,NORMAL,0h_24h_96h,18.105638983826694,False
CMP-000613,Logic IC,Iddq,LOT-19,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,13.528192002801838,True
CMP-000614,Memory IC,Standby Current,LOT-16,LOW,15.0,0,NORMAL,0h_24h_96h,25.432716296745223,False
CMP-000615,ADC,Leakage Current,LOT-12,MEDIUM,30.0,0,NORMAL,0h_24h_96h,5.9555435177817335,True
CMP-000616,Driver IC,Propagation Delay,LOT-01,LOW,0.0,0,NORMAL,0h_24h_96h,18.86163165446118,False
CMP-000617,Logic IC,Iddq,LOT-07,LOW,0.0,0,NORMAL,0h_24h_96h,10.883444867917264,False
CMP-000618,Memory IC,Standby Current,LOT-06,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,60.35363791650809,True
CMP-000619,ADC,Leakage Current,LOT-12,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,18.62552268370272,True
CMP-000620,Driver IC,Propagation Delay,LOT-05,LOW,0.0,0,NORMAL,0h_24h_96h,17.944882090196487,False
CMP-000621,Logic IC,Iddq,LOT-17,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,35.38371596071426,True
CMP-000622,Memory IC,Standby Current,LOT-17,LOW,15.0,0,NORMAL,0h_24h_96h,25.683141703900137,False
CMP-000623,ADC,Leakage Current,LOT-11,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,7.184598754336809,True
CMP-000624,Driver IC,Propagation Delay,LOT-05,MEDIUM,30.0,0,NORMAL,0h_24h_96h,18.485696924238066,True
CMP-000625,Logic IC,Iddq,LOT-18,LOW,0.0,0,NORMAL,0h_24h_96h,10.758040612566141,False
CMP-000626,Memory IC,Standby Current,LOT-10,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,68.59260658705146,True
CMP-000627,ADC,Leakage Current,LOT-07,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,21.580270671886517,True
CMP-000628,Driver IC,Propagation Delay,LOT-01,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,38.735880887017366,True
CMP-000629,Logic IC,Iddq,LOT-02,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,38.27041337791004,True
CMP-000630,Memory IC,Standby Current,LOT-11,LOW,0.0,0,NORMAL,0h_24h_96h,26.491244238476416,False
CMP-000631,ADC,Leakage Current,LOT-10,LOW,15.0,0,NORMAL,0h_24h_96h,5.2080945268762875,False
CMP-000632,Driver IC,Propagation Delay,LOT-17,LOW,0.0,0,NORMAL,0h_24h_96h,18.349493769598016,False
CMP-000633,Logic IC,Iddq,LOT-05,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,36.79372244391535,True
CMP-000634,Memory IC,Standby Current,LOT-17,LOW,0.0,0,NORMAL,0h_24h_96h,26.16499173225002,False
CMP-000635,ADC,Leakage Current,LOT-13,LOW,0.0,0,NORMAL,0h_24h_96h,5.247166094346527,False
CMP-000636,Driver IC,Propagation Delay,LOT-06,MEDIUM,30.0,0,NORMAL,0h_24h_96h,17.917881869826335,True
CMP-000637,Logic IC,Iddq,LOT-03,LOW,0.0,0,NORMAL,0h_24h_96h,10.604891689021164,False
CMP-000638,Memory IC,Standby Current,LOT-06,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,66.10447569459672,True
CMP-000639,ADC,Leakage Current,LOT-07,MEDIUM,30.0,0,NORMAL,0h_24h_96h,5.34803990542934,True
CMP-000640,Driver IC,Propagation Delay,LOT-03,MEDIUM,30.0,0,NORMAL,0h_24h_96h,18.532668809892552,True
CMP-000641,Logic IC,Iddq,LOT-09,LOW,0.0,0,NORMAL,0h_24h_96h,10.708518834126988,False
CMP-000642,Memory IC,Standby Current,LOT-11,LOW,15.0,0,NORMAL,0h_24h_96h,26.16573619901736,False
CMP-000643,ADC,Leakage Current,LOT-17,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,20.854039869516267,True
CMP-000644,Driver IC,Propagation Delay,LOT-19,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,21.49411547433261,True
CMP-000645,Logic IC,Iddq,LOT-15,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,35.13445419933862,True
