component_id,component_type,parameter_name,unit,lot_id,temperature_c,value_0h,value_24h,value_96h,value_168h
CMP-004517,Logic IC,Iddq,µA,LOT-07,126.29,9.7322,10.0087,10.4037,10.381
CMP-004518,Memory IC,Standby Current,µA,LOT-20,126.28,24.3252,28.0712,41.5669,71.4345
CMP-004519,ADC,Leakage Current,µA,LOT-01,122.84,4.8427,13.5867,5.2863,6.6955
CMP-004520,Driver IC,Propagation Delay,ns,LOT-17,125.02,18.244,20.6459,24.7081,35.0178
CMP-004521,Logic IC,Iddq,µA,LOT-18,126.01,9.4303,10.138,10.2182,10.2553
CMP-004522,Memory IC,Standby Current,µA,LOT-14,125.17,24.2812,27.9893,41.2571,59.8666
CMP-004523,ADC,Leakage Current,µA,LOT-04,125.0,5.1098,5.5639,10.0858,25.0465
CMP-004524,Driver IC,Propagation Delay,ns,LOT-07,124.35,18.684,26.8381,19.9471,20.4648
CMP-004525,Logic IC,Iddq,µA,LOT-13,125.78,10.015,22.1221,12.0516,12.6095
CMP-004526,Memory IC,Standby Current,µA,LOT-04,123.31,26.0474,28.4738,44.2386,64.8822
CMP-004527,ADC,Leakage Current,µA,LOT-10,126.27,5.1368,12.6673,5.67,6.9126
CMP-004528,Driver IC,Propagation Delay,ns,LOT-10,125.1,18.5968,20.3863,27.4591,41.4149
CMP-004529,Logic IC,Iddq,µA,LOT-11,125.7,10.1617,11.797,19.9065,34.3131
CMP-004530,Memory IC,Standby Current,µA,LOT-12,123.56,25.3055,28.1619,43.7623,68.8892
CMP-004531,ADC,Leakage Current,µA,LOT-03,124.74,5.1528,5.3232,5.5785,5.5957
CMP-004532,Driver IC,Propagation Delay,ns,LOT-06,125.65,18.0909,18.1595,18.6506,18.6817
CMP-004533,Logic IC,Iddq,µA,LOT-15,126.94,9.7699,10.2517,10.4127,10.8337
CMP-004534,Memory IC,Standby Current,µA,LOT-10,123.04,24.3351,52.4746,25.9963,28.2149
CMP-004535,ADC,Leakage Current,µA,LOT-05,122.63,4.6314,4.6501,4.7815,4.9965
CMP-004536,Driver IC,Propagation Delay,ns,LOT-17,124.95,18.9516,18.8599,18.7967,19.1292
CMP-004537,Logic IC,Iddq,µA,LOT-12,126.51,9.7847,24.2211,10.5113,13.2469
CMP-004538,Memory IC,Standby Current,µA,LOT-03,126.36,25.0395,25.4671,25.9055,26.3179
CMP-004539,ADC,Leakage Current,µA,LOT-04,124.63,5.2065,6.4026,11.265,26.1995
CMP-004540,Driver IC,Propagation Delay,ns,LOT-14,124.57,18.5054,18.9608,19.1531,19.127
CMP-004541,Logic IC,Iddq,µA,LOT-05,126.26,9.0141,11.6636,19.9206,31.6178
CMP-004542,Memory IC,Standby Current,µA,LOT-17,123.43,25.9458,43.7855,26.8403,27.8147
CMP-004543,ADC,Leakage Current,µA,LOT-16,127.53,4.767,5.5275,9.7111,18.9556
CMP-004544,Driver IC,Propagation Delay,ns,LOT-02,125.2,18.6217,18.9191,18.915,19.1079
CMP-004545,Logic IC,Iddq,µA,LOT-11,125.82,9.6567,11.5391,21.6158,44.8102
CMP-004546,Memory IC,Standby Current,µA,LOT-16,124.41,24.8071,27.5972,42.7099,71.136
CMP-004547,ADC,Leakage Current,µA,LOT-13,124.52,4.9953,5.0745,5.3166,5.4785
CMP-004548,Driver IC,Propagation Delay,ns,LOT-05,124.73,17.8062,17.7851,18.0483,17.8652
CMP-004549,Logic IC,Iddq,µA,LOT-10,125.34,9.5609,9.9044,9.9148,10.2899
CMP-004550,Memory IC,Standby Current,µA,LOT-16,127.42,25.6703,26.8105,41.8164,77.2457
CMP-004551,ADC,Leakage Current,µA,LOT-12,125.19,5.3228,5.3621,5.5467,5.639
CMP-004552,Driver IC,Propagation Delay,ns,LOT-20,125.3,18.6974,18.9012,19.2018,19.2701
CMP-004553,Logic IC,Iddq,µA,LOT-07,123.77,9.9015,10.0271,10.2937,10.3828
CMP-004554,Memory IC,Standby Current,µA,LOT-14,127.46,26.6114,26.7418,27.1872,27.097
CMP-004555,ADC,Leakage Current,µA,LOT-08,125.24,5.2961,6.6321,9.8299,17.8787
CMP-004556,Driver IC,Propagation Delay,ns,LOT-20,125.56,17.653,18.7088,25.8295,40.9084
CMP-004557,Logic IC,Iddq,µA,LOT-14,126.08,10.2049,10.6045,10.8977,11.379
CMP-004558,Memory IC,Standby Current,µA,LOT-14,125.48,24.4419,25.1759,25.1546,25.1072
CMP-004559,ADC,Leakage Current,µA,LOT-19,127.04,5.3597,6.2673,13.5386,28.058
CMP-004560,Driver IC,Propagation Delay,ns,LOT-11,122.87,18.6168,26.2726,20.0504,20.3013
CMP-004561,Logic IC,Iddq,µA,LOT-07,124.87,9.7556,10.9969,22.6569,38.2065
CMP-004562,Memory IC,Standby Current,µA,LOT-08,122.82,26.0106,26.3956,26.7927,27.0456
CMP-004563,ADC,Leakage Current,µA,LOT-19,124.25,5.1215,5.3168,5.6128,5.6313
CMP-004564,Driver IC,Propagation Delay,ns,LOT-07,126.48,17.755,17.6672,17.7551,17.8797
CMP-004565,Logic IC,Iddq,µA,LOT-09,125.64,10.0212,22.0087,10.9635,13.0111
CMP-004566,Memory IC,Standby Current,µA,LOT-20,122.78,25.1934,25.6601,25.719,26.5471
CMP-004567,ADC,Leakage Current,µA,LOT-20,126.92,5.0975,5.0606,5.2916,5.305
CMP-004568,Driver IC,Propagation Delay,ns,LOT-15,124.8,17.9384,17.7139,18.216,18.3559
CMP-004569,Logic IC,Iddq,µA,LOT-13,127.51,9.9555,10.2269,10.5357,11.1397
CMP-004570,Memory IC,Standby Current,µA,LOT-06,124.11,23.7095,46.2283,25.77,29.8406
CMP-004571,ADC,Leakage Current,µA,LOT-14,125.78,5.0465,6.6938,12.0112,23.5782
CMP-004572,Driver IC,Propagation Delay,ns,LOT-01,125.22,18.0553,18.0761,18.3309,18.7213
CMP-004573,Logic IC,Iddq,µA,LOT-18,126.96,10.0486,10.1236,10.5432,10.5891
CMP-004574,Memory IC,Standby Current,µA,LOT-01,122.44,25.1581,28.3961,39.141,60.3528
CMP-004575,ADC,Leakage Current,µA,LOT-11,124.44,5.0622,5.1598,5.2975,5.3804
CMP-004576,Driver IC,Propagation Delay,ns,LOT-16,124.41,17.2705,17.6089,17.707,17.8732
CMP-004577,Logic IC,Iddq,µA,LOT-04,124.23,9.8342,10.268,10.6122,10.8355
CMP-004578,Memory IC,Standby Current,µA,LOT-20,123.78,24.6848,24.8333,25.9562,26.3061
CMP-004579,ADC,Leakage Current,µA,LOT-02,125.55,4.8643,5.028,5.1332,5.3309
CMP-004580,Driver IC,Propagation Delay,ns,LOT-19,123.88,18.9252,18.8093,19.1797,19.6668
CMP-004581,Logic IC,Iddq,µA,LOT-17,126.31,10.4032,12.7488,22.8344,32.9509
CMP-004582,Memory IC,Standby Current,µA,LOT-05,125.33,24.5795,24.6817,25.1667,25.4031
CMP-004583,ADC,Leakage Current,µA,LOT-20,124.4,4.9549,5.4413,11.79,26.5226
CMP-004584,Driver IC,Propagation Delay,ns,LOT-18,121.78,17.5763,17.8454,18.0878,17.9914
CMP-004585,Logic IC,Iddq,µA,LOT-17,124.34,10.2265,10.5447,10.6939,11.2476
CMP-004586,Memory IC,Standby Current,µA,LOT-02,125.42,24.2454,24.3542,24.8961,25.3884
CMP-004587,ADC,Leakage Current,µA,LOT-17,123.66,5.0122,6.5694,12.4754,20.0873
CMP-004588,Driver IC,Propagation Delay,ns,LOT-14,122.96,17.3883,20.0087,24.2715,32.9386
CMP-004589,Logic IC,Iddq,µA,LOT-04,124.61,10.2058,23.2311,12.6489,14.9365
CMP-004590,Memory IC,Standby Current,µA,LOT-12,126.56,24.7511,25.2733,25.6578,25.9611
CMP-004591,ADC,Leakage Current,µA,LOT-13,124.96,5.2141,5.3667,5.5255,5.7525
CMP-004592,Driver IC,Propagation Delay,ns,LOT-20,126.99,17.697,30.5329,19.0901,21.3703
CMP-004593,Logic IC,Iddq,µA,LOT-07,128.75,10.0609,10.0608,10.5959,10.4987
CMP-004594,Memory IC,Standby Current,µA,LOT-12,124.16,25.6202,26.062,26.8111,26.8472
CMP-004595,ADC,Leakage Current,µA,LOT-16,123.4,4.5181,5.2517,9.5771,24.4935
CMP-004596,Driver IC,Propagation Delay,ns,LOT-08,123.43,17.835,18.0768,18.3771,18.5532
CMP-004597,Logic IC,Iddq,µA,LOT-09,124.84,10.0131,10.1845,10.6034,10.8046
CMP-004598,Memory IC,Standby Current,µA,LOT-02,125.46,24.3027,24.7784,24.6081,25.0538
CMP-004599,ADC,Leakage Current,µA,LOT-18,124.54,4.7431,6.1276,11.3388,20.1896
CMP-004600,Driver IC,Propagation Delay,ns,LOT-19,125.98,18.4153,18.7362,19.0441,18.66
CMP-004601,Logic IC,Iddq,µA,LOT-12,124.22,9.9525,10.3271,10.7673,10.6501
CMP-004602,Memory IC,Standby Current,µA,LOT-10,124.54,24.9278,24.7888,25.5205,25.8216
CMP-004603,ADC,Leakage Current,µA,LOT-12,126.41,5.0275,5.1265,5.458,5.5274
CMP-004604,Driver IC,Propagation Delay,ns,LOT-14,125.88,18.0177,25.6366,19.5055,22.1347
CMP-004605,Logic IC,Iddq,µA,LOT-10,125.14,9.9089,10.1713,10.4178,10.5963
CMP-004606,Memory IC,Standby Current,µA,LOT-12,127.84,25.0834,30.2095,40.2913,56.7769
CMP-004607,ADC,Leakage Current,µA,LOT-19,123.97,5.1827,11.8529,6.5802,8.8344
CMP-004608,Driver IC,Propagation Delay,ns,LOT-12,123.65,19.0604,31.3524,19.8569,20.824
CMP-004609,Logic IC,Iddq,µA,LOT-20,124.81,9.5109,9.6962,9.9906,10.0759
CMP-004610,Memory IC,Standby Current,µA,LOT-10,126.12,23.1743,25.1561,38.9642,64.8975
CMP-004611,ADC,Leakage Current,µA,LOT-18,123.26,4.8032,5.0954,5.1362,5.3182
CMP-004612,Driver IC,Propagation Delay,ns,LOT-11,122.78,18.2675,20.5788,24.7078,33.4436
CMP-004613,Logic IC,Iddq,µA,LOT-10,123.66,9.4369,9.7888,9.928,10.068
CMP-004614,Memory IC,Standby Current,µA,LOT-12,125.62,25.4285,27.0885,45.0575,70.6123
CMP-004615,ADC,Leakage Current,µA,LOT-16,123.42,4.7038,4.8338,4.9915,5.1602
CMP-004616,Driver IC,Propagation Delay,ns,LOT-02,126.32,17.4374,17.659,17.9816,18.2495
CMP-004617,Logic IC,Iddq,µA,LOT-03,126.0,10.1155,10.5299,10.639,10.6921
CMP-004618,Memory IC,Standby Current,µA,LOT-18,123.92,24.5198,29.3884,37.9511,61.9933
CMP-004619,ADC,Leakage Current,µA,LOT-05,123.86,4.5526,4.6872,4.8298,5.0443
CMP-004620,Driver IC,Propagation Delay,ns,LOT-19,122.0,17.8913,18.1426,18.358,18.3005
CMP-004621,Logic IC,Iddq,µA,LOT-07,124.9,10.1472,10.3837,10.3086,10.7455
CMP-004622,Memory IC,Standby Current,µA,LOT-19,129.36,24.7397,28.023,37.0374,57.9284
CMP-004623,ADC,Leakage Current,µA,LOT-03,124.46,4.8477,6.7849,9.8074,21.0911
CMP-004624,Driver IC,Propagation Delay,ns,LOT-03,123.88,18.3241,18.5603,18.5867,19.3543
CMP-004625,Logic IC,Iddq,µA,LOT-19,124.93,10.5795,10.9844,11.1967,11.5763
CMP-004626,Memory IC,Standby Current,µA,LOT-05,125.95,25.0433,40.5975,25.8195,31.6779
CMP-004627,ADC,Leakage Current,µA,LOT-14,125.29,5.2939,5.931,13.2693,23.7517
CMP-004628,Driver IC,Propagation Delay,ns,LOT-17,125.64,18.1068,26.8896,20.3035,22.79
CMP-004629,Logic IC,Iddq,µA,LOT-07,122.53,10.1621,11.2916,19.8497,34.5426
CMP-004630,Memory IC,Standby Current,µA,LOT-13,125.03,24.669,24.7266,25.4906,25.6893
CMP-004631,ADC,Leakage Current,µA,LOT-13,124.47,5.1464,6.0899,9.2228,16.8451
CMP-004632,Driver IC,Propagation Delay,ns,LOT-13,128.14,17.821,18.0223,18.2887,18.5702
CMP-004633,Logic IC,Iddq,µA,LOT-12,124.51,10.4673,24.1266,11.5657,14.0152
CMP-004634,Memory IC,Standby Current,µA,LOT-07,124.87,24.9908,25.7961,25.3499,26.0097
CMP-004635,ADC,Leakage Current,µA,LOT-15,126.65,5.2776,6.614,12.5056,22.9
CMP-004636,Driver IC,Propagation Delay,ns,LOT-01,126.44,18.2338,28.395,18.8963,21.0318
CMP-004637,Logic IC,Iddq,µA,LOT-02,124.03,9.5569,11.8253,20.7003,40.3512
CMP-004638,Memory IC,Standby Current,µA,LOT-06,125.31,24.3066,25.3484,25.5878,25.7824
CMP-004639,ADC,Leakage Current,µA,LOT-08,123.64,4.8667,6.263,11.1925,20.0678
CMP-004640,Driver IC,Propagation Delay,ns,LOT-10,124.73,17.8746,18.2732,18.1402,18.6464
CMP-004641,Logic IC,Iddq,µA,LOT-07,123.45,9.5456,9.8938,10.1897,10.5331
CMP-004642,Memory IC,Standby Current,µA,LOT-05,125.67,24.8962,48.9302,28.3952,30.6798
CMP-004643,ADC,Leakage Current,µA,LOT-10,123.65,4.8222,4.9352,4.9589,5.0403
CMP-004644,Driver IC,Propagation Delay,ns,LOT-05,125.31,17.176,17.5448,17.0492,17.8987
CMP-004645,Logic IC,Iddq,µA,LOT-03,123.95,10.2026,10.3291,10.6114,10.7947
CMP-004646,Memory IC,Standby Current,µA,LOT-16,123.84,24.6573,25.742,25.7887,25.8728
CMP-004647,ADC,Leakage Current,µA,LOT-11,122.09,5.226,5.2719,5.5057,5.6511
CMP-004648,Driver IC,Propagation Delay,ns,LOT-14,125.69,16.9777,17.1406,17.2794,17.6245
CMP-004649,Logic IC,Iddq,µA,LOT-07,126.47,9.6118,9.7958,10.2107,10.0483
CMP-004650,Memory IC,Standby Current,µA,LOT-19,125.91,25.799,29.8401,41.3426,70.5719
CMP-004651,ADC,Leakage Current,µA,LOT-16,125.09,4.9299,6.4344,9.7429,19.6609
CMP-004652,Driver IC,Propagation Delay,ns,LOT-11,125.1,18.6025,20.5748,26.6151,35.4795
CMP-004653,Logic IC,Iddq,µA,LOT-04,126.64,10.4674,10.4385,10.7304,10.8575
CMP-004654,Memory IC,Standby Current,µA,LOT-15,124.73,24.9834,25.1636,25.5476,25.8466
CMP-004655,ADC,Leakage Current,µA,LOT-19,125.07,5.4071,6.2805,11.917,22.924
CMP-004656,Driver IC,Propagation Delay,ns,LOT-11,122.85,17.979,20.1142,25.2815,39.8806
CMP-004657,Logic IC,Iddq,µA,LOT-15,124.77,10.3464,11.7184,21.6826,42.2415
CMP-004658,Memory IC,Standby Current,µA,LOT-12,122.38,24.6374,26.4516,43.5752,74.4963
CMP-004659,ADC,Leakage Current,µA,LOT-17,125.47,4.6028,5.6862,13.3196,26.7798
CMP-004660,Driver IC,Propagation Delay,ns,LOT-12,122.84,18.5877,19.0145,19.0626,19.2433
CMP-004661,Logic IC,Iddq,µA,LOT-15,122.63,10.4421,10.5709,10.826,10.9541
CMP-004662,Memory IC,Standby Current,µA,LOT-19,123.68,25.4034,25.5585,25.8354,26.5844
CMP-004663,ADC,Leakage Current,µA,LOT-08,126.95,4.9312,5.1828,5.2894,5.4827
CMP-004664,Driver IC,Propagation Delay,ns,LOT-17,122.21,18.2652,19.8823,26.1008,40.7849
CMP-004665,Logic IC,Iddq,µA,LOT-03,126.8,10.0013,10.5704,10.7195,10.845
CMP-004666,Memory IC,Standby Current,µA,LOT-03,122.35,25.2014,28.0349,37.7507,68.0603
CMP-004667,ADC,Leakage Current,µA,LOT-11,123.91,4.9975,5.1646,5.3697,5.4458
CMP-004668,Driver IC,Propagation Delay,ns,LOT-08,125.52,17.9195,18.1807,18.5882,18.6049
CMP-004669,Logic IC,Iddq,µA,LOT-12,122.91,9.9177,10.1178,10.0839,10.497
CMP-004670,Memory IC,Standby Current,µA,LOT-09,123.14,24.6986,27.9228,41.9367,71.1444
CMP-004671,ADC,Leakage Current,µA,LOT-18,125.25,4.6598,4.7124,4.9499,5.0296
CMP-004672,Driver IC,Propagation Delay,ns,LOT-11,125.58,18.1925,19.7157,27.8769,41.8715
CMP-004673,Logic IC,Iddq,µA,LOT-04,123.3,10.0456,10.39,10.5962,10.6558
CMP-004674,Memory IC,Standby Current,µA,LOT-18,122.36,24.6262,25.375,25.3331,26.0705
CMP-004675,ADC,Leakage Current,µA,LOT-10,125.19,4.8346,4.9594,5.0267,5.1687
CMP-004676,Driver IC,Propagation Delay,ns,LOT-06,124.56,18.3432,32.1454,19.8176,22.2918
CMP-004677,Logic IC,Iddq,µA,LOT-07,123.51,10.3343,10.5628,10.704,11.1596
CMP-004678,Memory IC,Standby Current,µA,LOT-14,126.24,24.69,24.7149,25.5597,25.4455
CMP-004679,ADC,Leakage Current,µA,LOT-03,124.68,5.1939,6.8124,12.3244,22.2978
CMP-004680,Driver IC,Propagation Delay,ns,LOT-18,125.43,18.5811,19.2144,19.1191,19.4365
CMP-004681,Logic IC,Iddq,µA,LOT-04,123.27,10.0841,10.3811,10.6946,10.8791
CMP-004682,Memory IC,Standby Current,µA,LOT-19,127.05,25.335,26.6459,44.0771,79.1008
CMP-004683,ADC,Leakage Current,µA,LOT-14,124.85,5.1825,6.2748,10.5578,23.6423
CMP-004684,Driver IC,Propagation Delay,ns,LOT-04,126.58,18.5817,18.5661,18.72,19.0932
CMP-004685,Logic IC,Iddq,µA,LOT-15,125.26,9.8267,12.0839,19.214,34.1129
CMP-004686,Memory IC,Standby Current,µA,LOT-18,125.68,24.2729,24.4874,25.4175,24.7138
CMP-004687,ADC,Leakage Current,µA,LOT-14,122.09,5.2311,5.4171,5.4067,5.6882
CMP-004688,Driver IC,Propagation Delay,ns,LOT-11,122.82,19.5612,19.5677,19.219,19.5336
CMP-004689,Logic IC,Iddq,µA,LOT-06,123.84,9.7416,9.9201,10.0048,10.4
CMP-004690,Memory IC,Standby Current,µA,LOT-06,124.61,25.5732,29.5789,40.1061,69.6246
CMP-004691,ADC,Leakage Current,µA,LOT-10,125.82,5.0956,5.3477,5.3619,5.6518
CMP-004692,Driver IC,Propagation Delay,ns,LOT-01,124.46,17.9681,27.1489,18.6646,19.3026
CMP-004693,Logic IC,Iddq,µA,LOT-04,128.19,10.0556,26.4309,11.1334,13.4117
CMP-004694,Memory IC,Standby Current,µA,LOT-11,126.23,25.5574,26.4328,26.5094,26.8391
CMP-004695,ADC,Leakage Current,µA,LOT-03,122.63,5.1683,5.3741,5.3867,5.4209
CMP-004696,Driver IC,Propagation Delay,ns,LOT-11,124.06,17.6568,18.9867,24.602,38.1692
CMP-004697,Logic IC,Iddq,µA,LOT-11,123.09,10.6571,23.7185,11.7729,14.4068
CMP-004698,Memory IC,Standby Current,µA,LOT-16,121.28,25.1534,25.7152,25.6712,26.2397
CMP-004699,ADC,Leakage Current,µA,LOT-06,122.89,4.7261,4.8482,5.0531,5.2777
CMP-004700,Driver IC,Propagation Delay,ns,LOT-04,125.45,17.8813,18.0091,18.4615,18.6076
CMP-004701,Logic IC,Iddq,µA,LOT-04,124.48,10.3884,11.7164,18.8121,42.743
CMP-004702,Memory IC,Standby Current,µA,LOT-10,123.75,24.7641,25.0728,25.1296,25.9352
CMP-004703,ADC,Leakage Current,µA,LOT-13,123.22,4.7786,4.8922,5.0689,5.1998
CMP-004704,Driver IC,Propagation Delay,ns,LOT-19,122.93,18.1907,18.5481,18.5772,18.4813
CMP-004705,Logic IC,Iddq,µA,LOT-13,122.59,9.6604,11.0873,22.806,37.8782
CMP-004706,Memory IC,Standby Current,µA,LOT-13,126.27,24.8845,25.7735,25.5598,26.338
CMP-004707,ADC,Leakage Current,µA,LOT-10,122.53,4.9643,6.3078,10.4653,21.8712
CMP-004708,Driver IC,Propagation Delay,ns,LOT-06,123.91,17.1516,18.2967,28.0978,44.8223
CMP-004709,Logic IC,Iddq,µA,LOT-20,125.44,10.1407,11.2702,23.4496,36.3943
CMP-004710,Memory IC,Standby Current,µA,LOT-05,124.38,24.2357,25.1168,25.7082,26.0352
CMP-004711,ADC,Leakage Current,µA,LOT-20,126.11,4.7666,9.2747,5.6383,6.5032
CMP-004712,Driver IC,Propagation Delay,ns,LOT-03,125.65,18.3918,18.391,18.7718,19.1595
CMP-004713,Logic IC,Iddq,µA,LOT-15,125.44,10.2549,10.5981,10.6877,11.2735
CMP-004714,Memory IC,Standby Current,µA,LOT-02,125.65,24.3029,24.3319,25.0747,25.2101
CMP-004715,ADC,Leakage Current,µA,LOT-14,125.53,5.1914,5.2883,5.4271,5.643
CMP-004716,Driver IC,Propagation Delay,ns,LOT-13,127.56,18.3387,18.3336,18.3119,18.1977
CMP-004717,Logic IC,Iddq,µA,LOT-17,124.16,10.0013,11.7033,18.9176,31.0664
CMP-004718,Memory IC,Standby Current,µA,LOT-14,122.89,25.2232,47.5373,26.3599,30.3655
CMP-004719,ADC,Leakage Current,µA,LOT-19,126.38,5.207,6.6268,11.0225,19.8927
CMP-004720,Driver IC,Propagation Delay,ns,LOT-03,125.09,18.3855,18.6691,19.0987,19.2171
CMP-004721,Logic IC,Iddq,µA,LOT-16,124.28,9.7164,11.6247,19.7476,39.8384
CMP-004722,Memory IC,Standby Current,µA,LOT-08,124.42,24.9649,28.602,41.6729,71.7598
CMP-004723,ADC,Leakage Current,µA,LOT-16,125.56,4.738,4.8007,5.0574,5.0269
CMP-004724,Driver IC,Propagation Delay,ns,LOT-16,125.42,18.3422,18.732,18.4828,19.0338
CMP-004725,Logic IC,Iddq,µA,LOT-14,123.88,10.3211,26.1909,11.9279,14.9165
CMP-004726,Memory IC,Standby Current,µA,LOT-06,124.48,25.4058,25.5332,25.4805,26.2758
CMP-004727,ADC,Leakage Current,µA,LOT-05,125.99,4.6807,4.7968,4.8736,4.9426
CMP-004728,Driver IC,Propagation Delay,ns,LOT-10,123.18,17.943,18.1516,18.0189,18.4057
CMP-004729,Logic IC,Iddq,µA,LOT-10,125.41,10.1697,22.2408,11.8429,14.1164
CMP-004730,Memory IC,Standby Current,µA,LOT-14,128.49,25.7976,25.9959,26.0427,26.9064
CMP-004731,ADC,Leakage Current,µA,LOT-04,128.7,5.0716,6.533,11.9774,23.4594
CMP-004732,Driver IC,Propagation Delay,ns,LOT-08,124.38,17.712,19.3318,28.5537,41.165
CMP-004733,Logic IC,Iddq,µA,LOT-10,124.16,9.7769,10.5847,18.2949,35.2497
CMP-004734,Memory IC,Standby Current,µA,LOT-11,124.33,25.2762,26.059,26.2327,26.6359
CMP-004735,ADC,Leakage Current,µA,LOT-02,126.2,4.7532,4.7969,4.8313,5.0544
CMP-004736,Driver IC,Propagation Delay,ns,LOT-14,126.25,18.1034,19.1974,24.2373,34.5352
CMP-004737,Logic IC,Iddq,µA,LOT-16,125.23,10.0474,11.8429,20.5561,33.6049
CMP-004738,Memory IC,Standby Current,µA,LOT-09,122.69,24.622,28.9946,39.6498,60.8347
CMP-004739,ADC,Leakage Current,µA,LOT-19,124.79,5.2352,11.3537,6.4358,6.7472
CMP-004740,Driver IC,Propagation Delay,ns,LOT-16,121.84,18.0061,18.1837,18.6537,18.5149
CMP-004741,Logic IC,Iddq,µA,LOT-12,121.95,10.4256,10.162,10.6274,11.04
CMP-004742,Memory IC,Standby Current,µA,LOT-17,122.58,25.2702,25.7814,25.7774,26.218
CMP-004743,ADC,Leakage Current,µA,LOT-06,126.58,5.0944,5.2117,5.3157,5.4346
CMP-004744,Driver IC,Propagation Delay,ns,LOT-01,125.89,18.059,18.6915,19.0317,19.3806
CMP-004745,Logic IC,Iddq,µA,LOT-09,123.47,10.1051,11.9588,21.0468,40.505
CMP-004746,Memory IC,Standby Current,µA,LOT-02,122.17,23.9301,27.5478,37.2455,60.0872
CMP-004747,ADC,Leakage Current,µA,LOT-18,126.02,5.1108,5.2176,5.4501,5.6622
CMP-004748,Driver IC,Propagation Delay,ns,LOT-18,125.79,18.2291,18.4711,18.7662,18.9386
CMP-004749,Logic IC,Iddq,µA,LOT-09,124.16,9.9785,22.8206,10.69,13.8799
CMP-004750,Memory IC,Standby Current,µA,LOT-09,124.5,23.6508,26.5312,39.8325,77.3428
CMP-004751,ADC,Leakage Current,µA,LOT-05,123.14,4.7136,5.912,11.4094,20.9544
CMP-004752,Driver IC,Propagation Delay,ns,LOT-10,127.98,17.4753,17.8405,17.656,17.9186
CMP-004753,Logic IC,Iddq,µA,LOT-13,123.06,10.0199,10.3836,10.6495,11.0044
CMP-004754,Memory IC,Standby Current,µA,LOT-12,125.47,24.4087,24.2223,24.9669,25.2908
CMP-004755,ADC,Leakage Current,µA,LOT-13,123.93,4.9749,6.1181,10.6802,17.7585
CMP-004756,Driver IC,Propagation Delay,ns,LOT-06,123.05,17.3378,17.7227,17.7365,17.6527
CMP-004757,Logic IC,Iddq,µA,LOT-10,126.25,9.6812,10.0242,10.6891,10.7563
CMP-004758,Memory IC,Standby Current,µA,LOT-13,122.27,25.08,27.3967,37.4109,68.0001
CMP-004759,ADC,Leakage Current,µA,LOT-12,124.36,5.2145,5.9682,9.9499,21.4104
CMP-004760,Driver IC,Propagation Delay,ns,LOT-16,124.59,18.3397,18.5033,18.903,18.8992
CMP-004761,Logic IC,Iddq,µA,LOT-17,123.79,10.154,10.3093,10.7171,10.9227
CMP-004762,Memory IC,Standby Current,µA,LOT-14,127.07,25.034,29.2504,37.5648,60.8292
CMP-004763,ADC,Leakage Current,µA,LOT-20,126.52,4.9773,6.3526,12.0753,23.2343
CMP-004764,Driver IC,Propagation Delay,ns,LOT-08,124.3,18.3119,18.2584,18.3189,18.8406
CMP-004765,Logic IC,Iddq,µA,LOT-16,124.14,10.0483,11.0108,22.4806,40.7361
CMP-004766,Memory IC,Standby Current,µA,LOT-18,126.45,25.1801,29.3604,43.8856,73.3641
CMP-004767,ADC,Leakage Current,µA,LOT-03,121.71,5.1119,5.3595,5.6206,5.7319
CMP-004768,Driver IC,Propagation Delay,ns,LOT-20,123.62,19.2623,20.9386,26.2261,39.7683
CMP-004769,Logic IC,Iddq,µA,LOT-11,125.93,10.4977,10.5558,10.7814,10.9464
CMP-004770,Memory IC,Standby Current,µA,LOT-02,122.53,25.0889,25.7262,25.8563,26.3703
CMP-004771,ADC,Leakage Current,µA,LOT-08,125.19,4.8547,5.0348,5.1771,5.3213
CMP-004772,Driver IC,Propagation Delay,ns,LOT-07,121.56,18.4093,18.486,18.7622,19.6013
CMP-004773,Logic IC,Iddq,µA,LOT-12,122.92,9.734,12.5368,18.5343,32.4037
CMP-004774,Memory IC,Standby Current,µA,LOT-02,124.84,24.9366,26.0034,25.908,26.2097
CMP-004775,ADC,Leakage Current,µA,LOT-13,123.91,5.0758,5.2589,5.3899,5.5189
CMP-004776,Driver IC,Propagation Delay,ns,LOT-19,122.86,17.9779,18.3443,18.4105,18.4542
CMP-004777,Logic IC,Iddq,µA,LOT-08,124.47,9.6799,18.4296,10.3378,11.4403
CMP-004778,Memory IC,Standby Current,µA,LOT-12,125.73,25.4407,25.7933,25.8956,26.7346
CMP-004779,ADC,Leakage Current,µA,LOT-15,123.69,5.0057,5.2526,5.4403,5.6497
CMP-004780,Driver IC,Propagation Delay,ns,LOT-14,124.61,17.8958,28.3803,19.6585,19.8287
CMP-004781,Logic IC,Iddq,µA,LOT-10,124.54,9.9899,10.233,10.3981,10.798
CMP-004782,Memory IC,Standby Current,µA,LOT-17,125.66,24.3428,24.8706,25.2458,26.319
CMP-004783,ADC,Leakage Current,µA,LOT-09,128.13,4.7579,6.3023,9.9374,19.8795
CMP-004784,Driver IC,Propagation Delay,ns,LOT-04,125.27,18.2104,18.5674,18.4846,18.442
CMP-004785,Logic IC,Iddq,µA,LOT-11,125.65,10.2554,10.6217,10.5986,10.9135
CMP-004786,Memory IC,Standby Current,µA,LOT-06,127.1,24.9387,25.3272,25.6343,26.3024
